Time(s),Value(μS)
892.0099667,4.35300016403198
892.0255917,4.35200023651123
892.0412167,4.35200023651123
892.0568417,4.35099983215332
892.0724667,4.34999990463257
892.0880917,4.34999990463257
892.1037167,4.34999990463257
892.1193417,4.34999990463257
892.1349667,4.34999990463257
892.1505917,4.34999990463257
892.1662167,4.34999990463257
892.1818417,4.34899997711182
892.1974667,4.34899997711182
892.2130917,4.34899997711182
892.2287167,4.34800004959106
892.2443417,4.34700012207031
892.2599667,4.34700012207031
892.2755917,4.34700012207031
892.2912167,4.34600019454956
892.3068417,4.34700012207031
892.3224667,4.34600019454956
892.3380917,4.34600019454956
892.3537167,4.34499979019165
892.3693417,4.3439998626709
892.3849667,4.34299993515015
892.4005917,4.34200000762939
892.4162167,4.34299993515015
892.4318417,4.34299993515015
892.4474667,4.3439998626709
892.4630917,4.3439998626709
892.4787167,4.34499979019165
892.4943417,4.34499979019165
892.5099667,4.34499979019165
892.5255917,4.3439998626709
892.5412167,4.34299993515015
892.5568417,4.34299993515015
892.5724667,4.34200000762939
892.5880917,4.34299993515015
892.6037167,4.34200000762939
892.6193417,4.34299993515015
892.6349667,4.34299993515015
892.6505917,4.34299993515015
892.6662167,4.34299993515015
892.6818417,4.34299993515015
892.6974667,4.34299993515015
892.7130917,4.34299993515015
892.7287167,4.34299993515015
892.7443417,4.34299993515015
892.7599667,4.3439998626709
892.7755917,4.3439998626709
892.7912167,4.3439998626709
892.8068417,4.34499979019165
892.8224667,4.34499979019165
892.8380917,4.34499979019165
892.8537167,4.3439998626709
892.8693417,4.3439998626709
892.8849667,4.3439998626709
892.9005917,4.3439998626709
892.9162167,4.3439998626709
892.9318417,4.3439998626709
892.9474667,4.3439998626709
892.9630917,4.34499979019165
892.9787167,4.34499979019165
892.9943417,4.34499979019165
893.0099667,4.34499979019165
893.0255917,4.3439998626709
893.0412167,4.3439998626709
893.0568417,4.34299993515015
893.0724667,4.3439998626709
893.0880917,4.34299993515015
893.1037167,4.3439998626709
893.1193417,4.3439998626709
893.1349667,4.3439998626709
893.1505917,4.3439998626709
893.1662167,4.34299993515015
893.1818417,4.34299993515015
893.1974667,4.34200000762939
893.2130917,4.34200000762939
893.2287167,4.34200000762939
893.2443417,4.34200000762939
893.2599667,4.34200000762939
893.2755917,4.34299993515015
893.2912167,4.34299993515015
893.3068417,4.34299993515015
893.3224667,4.34299993515015
893.3380917,4.34200000762939
893.3537167,4.34200000762939
893.3693417,4.34100008010864
893.3849667,4.34100008010864
893.4005917,4.34000015258789
893.4162167,4.34000015258789
893.4318417,4.34000015258789
893.4474667,4.34000015258789
893.4630917,4.33900022506714
893.4787167,4.33900022506714
893.4943417,4.33900022506714
893.5099667,4.33799982070923
893.5255917,4.33699989318848
893.5412167,4.33599996566772
893.5568417,4.33500003814697
893.5724667,4.33400011062622
893.5880917,4.33400011062622
893.6037167,4.33300018310547
893.6193417,4.33300018310547
893.6349667,4.33300018310547
893.6505917,4.33199977874756
893.6662167,4.33199977874756
893.6818417,4.32999992370605
893.6974667,4.3289999961853
893.7130917,4.32800006866455
893.7287167,4.32800006866455
893.7443417,4.3270001411438
893.7599667,4.3270001411438
893.7755917,4.3270001411438
893.7912167,4.32600021362305
893.8068417,4.32600021362305
893.8224667,4.32499980926514
893.8380917,4.32399988174438
893.8537167,4.32299995422363
893.8693417,4.32200002670288
893.8849667,4.32100009918213
893.9005917,4.32100009918213
893.9162167,4.32000017166138
893.9318417,4.32100009918213
893.9474667,4.32000017166138
893.9630917,4.32000017166138
893.9787167,4.32000017166138
893.9943417,4.31899976730347
894.0099667,4.31799983978271
894.0255917,4.31699991226196
894.0412167,4.31699991226196
894.0568417,4.31599998474121
894.0724667,4.31599998474121
894.0880917,4.31599998474121
894.1037167,4.31599998474121
894.1193417,4.31599998474121
894.1349667,4.31599998474121
894.1505917,4.31500005722046
894.1662167,4.31500005722046
894.1818417,4.31500005722046
894.1974667,4.31400012969971
894.2130917,4.31400012969971
894.2287167,4.31300020217896
894.2443417,4.31400012969971
894.2599667,4.31300020217896
894.2755917,4.31400012969971
894.2912167,4.31400012969971
894.3068417,4.31300020217896
894.3224667,4.31300020217896
894.3380917,4.31199979782104
894.3537167,4.31199979782104
894.3693417,4.31199979782104
894.3849667,4.31199979782104
894.4005917,4.31199979782104
894.4162167,4.31300020217896
894.4318417,4.31300020217896
894.4474667,4.31300020217896
894.4630917,4.31300020217896
894.4787167,4.31300020217896
894.4943417,4.31300020217896
894.5099667,4.31199979782104
894.5255917,4.31199979782104
894.5412167,4.31099987030029
894.5568417,4.31199979782104
894.5724667,4.31199979782104
894.5880917,4.31199979782104
894.6037167,4.31199979782104
894.6193417,4.31300020217896
894.6349667,4.31199979782104
894.6505917,4.31199979782104
894.6662167,4.31099987030029
894.6818417,4.31099987030029
894.6974667,4.31099987030029
894.7130917,4.31099987030029
894.7287167,4.31099987030029
894.7443417,4.31099987030029
894.7599667,4.31099987030029
894.7755917,4.31099987030029
894.7912167,4.31099987030029
894.8068417,4.31099987030029
894.8224667,4.30999994277954
894.8380917,4.30999994277954
894.8537167,4.30900001525879
894.8693417,4.30900001525879
894.8849667,4.30800008773804
894.9005917,4.30800008773804
894.9162167,4.30800008773804
894.9318417,4.30800008773804
894.9474667,4.30800008773804
894.9630917,4.30800008773804
894.9787167,4.30700016021729
894.9943417,4.30600023269653
895.0099667,4.30600023269653
895.0255917,4.30499982833862
895.0412167,4.30600023269653
895.0568417,4.30499982833862
895.0724667,4.30499982833862
895.0880917,4.30499982833862
895.1037167,4.30499982833862
895.1193417,4.30499982833862
895.1349667,4.30499982833862
895.1505917,4.30399990081787
895.1662167,4.30299997329712
895.1818417,4.30299997329712
895.1974667,4.30200004577637
895.2130917,4.30299997329712
895.2287167,4.30200004577637
895.2443417,4.30299997329712
895.2599667,4.30299997329712
895.2755917,4.30299997329712
895.2912167,4.30200004577637
895.3068417,4.30100011825562
895.3224667,4.30100011825562
895.3380917,4.30100011825562
895.3537167,4.30000019073486
895.3693417,4.30000019073486
895.3849667,4.30000019073486
895.4005917,4.30000019073486
895.4162167,4.30000019073486
895.4318417,4.30000019073486
895.4474667,4.30000019073486
895.4630917,4.29899978637695
895.4787167,4.29899978637695
895.4943417,4.29899978637695
895.5099667,4.2979998588562
895.5255917,4.2979998588562
895.5412167,4.29699993133545
895.5568417,4.29699993133545
895.5724667,4.29699993133545
895.5880917,4.29699993133545
895.6037167,4.29699993133545
895.6193417,4.2960000038147
895.6349667,4.2960000038147
895.6505917,4.29500007629395
895.6662167,4.29500007629395
895.6818417,4.29400014877319
895.6974667,4.29500007629395
895.7130917,4.29500007629395
895.7287167,4.2960000038147
895.7443417,4.2960000038147
895.7599667,4.2960000038147
895.7755917,4.2960000038147
895.7912167,4.2960000038147
895.8068417,4.2960000038147
895.8224667,4.29500007629395
895.8380917,4.29500007629395
895.8537167,4.29400014877319
895.8693417,4.29500007629395
895.8849667,4.29500007629395
895.9005917,4.2960000038147
895.9162167,4.2960000038147
895.9318417,4.2960000038147
895.9474667,4.2960000038147
895.9630917,4.2960000038147
895.9787167,4.2960000038147
895.9943417,4.2960000038147
896.0099667,4.2960000038147
896.0255917,4.2960000038147
896.0412167,4.2960000038147
896.0568417,4.2960000038147
896.0724667,4.29699993133545
896.0880917,4.29699993133545
896.1037167,4.29699993133545
896.1193417,4.2960000038147
896.1349667,4.2960000038147
896.1505917,4.2960000038147
896.1662167,4.29500007629395
896.1818417,4.29400014877319
896.1974667,4.29400014877319
896.2130917,4.29400014877319
896.2287167,4.29300022125244
896.2443417,4.29300022125244
896.2599667,4.29300022125244
896.2755917,4.29199981689453
896.2912167,4.29199981689453
896.3068417,4.29099988937378
896.3224667,4.29099988937378
896.3380917,4.28999996185303
896.3537167,4.28999996185303
896.3693417,4.28999996185303
896.3849667,4.28999996185303
896.4005917,4.28999996185303
896.4162167,4.28999996185303
896.4318417,4.28999996185303
896.4474667,4.28900003433228
896.4630917,4.28900003433228
896.4787167,4.28800010681152
896.4943417,4.28800010681152
896.5099667,4.28700017929077
896.5255917,4.28700017929077
896.5412167,4.28700017929077
896.5568417,4.28800010681152
896.5724667,4.28700017929077
896.5880917,4.28700017929077
896.6037167,4.28700017929077
896.6193417,4.28599977493286
896.6349667,4.28599977493286
896.6505917,4.28599977493286
896.6662167,4.28499984741211
896.6818417,4.28499984741211
896.6974667,4.28599977493286
896.7130917,4.28499984741211
896.7287167,4.28499984741211
896.7443417,4.28499984741211
896.7599667,4.28499984741211
896.7755917,4.28499984741211
896.7912167,4.28399991989136
896.8068417,4.28399991989136
896.8224667,4.28299999237061
896.8380917,4.28299999237061
896.8537167,4.28299999237061
896.8693417,4.28299999237061
896.8849667,4.28299999237061
896.9005917,4.28299999237061
896.9162167,4.28200006484985
896.9318417,4.28200006484985
896.9474667,4.28200006484985
896.9630917,4.2810001373291
896.9787167,4.28000020980835
896.9943417,4.28000020980835
897.0099667,4.28000020980835
897.0255917,4.28000020980835
897.0412167,4.2810001373291
897.0568417,4.28000020980835
897.0724667,4.2810001373291
897.0880917,4.28000020980835
897.1037167,4.28000020980835
897.1193417,4.28000020980835
897.1349667,4.27899980545044
897.1505917,4.27799987792969
897.1662167,4.27799987792969
897.1818417,4.27799987792969
897.1974667,4.27799987792969
897.2130917,4.27799987792969
897.2287167,4.27799987792969
897.2443417,4.27799987792969
897.2599667,4.27799987792969
897.2755917,4.27699995040894
897.2912167,4.27699995040894
897.3068417,4.27600002288818
897.3224667,4.27600002288818
897.3380917,4.27600002288818
897.3537167,4.27600002288818
897.3693417,4.27600002288818
897.3849667,4.27600002288818
897.4005917,4.27500009536743
897.4162167,4.27500009536743
897.4318417,4.27500009536743
897.4474667,4.27400016784668
897.4630917,4.27400016784668
897.4787167,4.27400016784668
897.4943417,4.27299976348877
897.5099667,4.27299976348877
897.5255917,4.27299976348877
897.5412167,4.27299976348877
897.5568417,4.27400016784668
897.5724667,4.27400016784668
897.5880917,4.27299976348877
897.6037167,4.27299976348877
897.6193417,4.27199983596802
897.6349667,4.27199983596802
897.6505917,4.27099990844727
897.6662167,4.27199983596802
897.6818417,4.27099990844727
897.6974667,4.27199983596802
897.7130917,4.27199983596802
897.7287167,4.27199983596802
897.7443417,4.27199983596802
897.7599667,4.27099990844727
897.7755917,4.27099990844727
897.7912167,4.26999998092651
897.8068417,4.26999998092651
897.8224667,4.26900005340576
897.8380917,4.26999998092651
897.8537167,4.26900005340576
897.8693417,4.26999998092651
897.8849667,4.26900005340576
897.9005917,4.26900005340576
897.9162167,4.26900005340576
897.9318417,4.26800012588501
897.9474667,4.26800012588501
897.9630917,4.26800012588501
897.9787167,4.26800012588501
897.9943417,4.26700019836426
898.0099667,4.26800012588501
898.0255917,4.26700019836426
898.0412167,4.26700019836426
898.0568417,4.26700019836426
898.0724667,4.26700019836426
898.0880917,4.26599979400635
898.1037167,4.26599979400635
898.1193417,4.26599979400635
898.1349667,4.2649998664856
898.1505917,4.2649998664856
898.1662167,4.2649998664856
898.1818417,4.2649998664856
898.1974667,4.26399993896484
898.2130917,4.2649998664856
898.2287167,4.2649998664856
898.2443417,4.26399993896484
898.2599667,4.26399993896484
898.2755917,4.26300001144409
898.2912167,4.26300001144409
898.3068417,4.26200008392334
898.3224667,4.26200008392334
898.3380917,4.26200008392334
898.3537167,4.26300001144409
898.3693417,4.26300001144409
898.3849667,4.26300001144409
898.4005917,4.26300001144409
898.4162167,4.26200008392334
898.4318417,4.26200008392334
898.4474667,4.26100015640259
898.4630917,4.26000022888184
